host_year,host_country,host_noc,sport,pre_year,post_year,pre_host_medals,host_year_medals,post_host_medals,pre_country_share_in_sport,host_country_share_in_sport,post_country_share_in_sport,host_lift_vs_pre,host_lift_vs_post,host_lift_vs_baseline,non_host_peer_change,host_lift_vs_peers,host_effect_strength,host_effect_interpretation
1900,France,FRA,Rowing,1896.0,1904.0,0.0,6.0,0.0,0.0,0.42857142857142855,0.0,6.0,6.0,6.0,1.6,4.4,strong_candidate,"Host-effect candidate evidence for France 1900 Rowing: host medals 6 versus pre 0 and post 0. Lift versus baseline is 6; peer-adjusted lift is 4.4. Read this as internal comparative evidence, not a causal claim."
1900,France,FRA,Rugby,1896.0,1904.0,0.0,1.0,0.0,0.0,0.2,0.0,1.0,1.0,1.0,1.0,0.0,moderate_candidate,"Host-effect candidate evidence for France 1900 Rugby: host medals 1 versus pre 0 and post 0. Lift versus baseline is 1; peer-adjusted lift is 0. Read this as internal comparative evidence, not a causal claim."
1900,France,FRA,Sailing,1896.0,1904.0,0.0,17.0,0.0,0.0,0.5483870967741935,0.0,17.0,17.0,17.0,2.8,14.2,strong_candidate,"Host-effect candidate evidence for France 1900 Sailing: host medals 17 versus pre 0 and post 0. Lift versus baseline is 17; peer-adjusted lift is 14.2. Read this as internal comparative evidence, not a causal claim."
1900,France,FRA,Shooting,1896.0,1904.0,0.0,6.0,0.0,0.0,0.24,0.0,6.0,6.0,6.0,3.2,2.8,strong_candidate,"Host-effect candidate evidence for France 1900 Shooting: host medals 6 versus pre 0 and post 0. Lift versus baseline is 6; peer-adjusted lift is 2.8. Read this as internal comparative evidence, not a causal claim."
1900,France,FRA,Swimming,1896.0,1904.0,0.0,5.0,0.0,0.0,0.23809523809523808,0.0,5.0,5.0,5.0,1.7142857142857142,3.2857142857142856,strong_candidate,"Host-effect candidate evidence for France 1900 Swimming: host medals 5 versus pre 0 and post 0. Lift versus baseline is 5; peer-adjusted lift is 3.28571. Read this as internal comparative evidence, not a causal claim."
1900,France,FRA,Tennis,1896.0,1904.0,0.0,4.0,0.0,0.0,0.2222222222222222,0.0,4.0,4.0,4.0,3.6666666666666665,0.3333333333333335,strong_candidate,"Host-effect candidate evidence for France 1900 Tennis: host medals 4 versus pre 0 and post 0. Lift versus baseline is 4; peer-adjusted lift is 0.333333. Read this as internal comparative evidence, not a causal claim."
1900,France,FRA,Tug-Of-War,1896.0,1904.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,moderate_candidate,"Host-effect candidate evidence for France 1900 Tug-Of-War: host medals 1 versus pre 0 and post 0. Lift versus baseline is 1; peer-adjusted lift is 0. Read this as internal comparative evidence, not a causal claim."
1900,France,FRA,Water Polo,1896.0,1904.0,0.0,1.0,0.0,0.0,0.2,0.0,1.0,1.0,1.0,1.3333333333333333,-0.33333333333333326,moderate_candidate,"Host-effect candidate evidence for France 1900 Water Polo: host medals 1 versus pre 0 and post 0. Lift versus baseline is 1; peer-adjusted lift is -0.333333. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Archery,1900.0,1906.0,0.0,16.0,0.0,0.0,1.0,0.0,16.0,16.0,16.0,,,strong_candidate,"Host-effect candidate evidence for United States 1904 Archery: host medals 16 versus pre 0 and post 0. Lift versus baseline is 16; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Athletics,1900.0,1906.0,39.0,65.0,22.0,0.5652173913043478,0.9027777777777778,0.34375,26.0,43.0,34.5,-2.0,28.0,strong_candidate,"Host-effect candidate evidence for United States 1904 Athletics: host medals 65 versus pre 39 and post 22. Lift versus baseline is 34.5; peer-adjusted lift is 28. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Boxing,1900.0,1906.0,0.0,18.0,0.0,0.0,1.0,0.0,18.0,18.0,18.0,,,strong_candidate,"Host-effect candidate evidence for United States 1904 Boxing: host medals 18 versus pre 0 and post 0. Lift versus baseline is 18; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Cycling,1900.0,1906.0,1.0,21.0,0.0,0.1111111111111111,1.0,0.0,20.0,21.0,20.5,,,strong_candidate,"Host-effect candidate evidence for United States 1904 Cycling: host medals 21 versus pre 1 and post 0. Lift versus baseline is 20.5; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Diving,1900.0,1906.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,2.0,2.0,2.0,1.0,1.0,strong_candidate,"Host-effect candidate evidence for United States 1904 Diving: host medals 2 versus pre 0 and post 0. Lift versus baseline is 2; peer-adjusted lift is 1. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Fencing,1900.0,1906.0,0.0,11.0,0.0,0.0,0.7333333333333333,0.0,11.0,11.0,11.0,2.0,9.0,strong_candidate,"Host-effect candidate evidence for United States 1904 Fencing: host medals 11 versus pre 0 and post 0. Lift versus baseline is 11; peer-adjusted lift is 9. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Football,1900.0,1906.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,2.0,2.0,2.0,1.0,1.0,strong_candidate,"Host-effect candidate evidence for United States 1904 Football: host medals 2 versus pre 0 and post 0. Lift versus baseline is 2; peer-adjusted lift is 1. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Golf,1900.0,1906.0,4.0,5.0,0.0,0.6666666666666666,0.8333333333333334,0.0,1.0,5.0,3.0,1.0,0.0,strong_candidate,"Host-effect candidate evidence for United States 1904 Golf: host medals 5 versus pre 4 and post 0. Lift versus baseline is 3; peer-adjusted lift is 0. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Gymnastics,1900.0,1906.0,0.0,28.0,0.0,0.0,0.8,0.0,28.0,28.0,28.0,2.3333333333333335,25.666666666666668,strong_candidate,"Host-effect candidate evidence for United States 1904 Gymnastics: host medals 28 versus pre 0 and post 0. Lift versus baseline is 28; peer-adjusted lift is 25.6667. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Lacrosse,1900.0,1906.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,2.0,-1.0,moderate_candidate,"Host-effect candidate evidence for United States 1904 Lacrosse: host medals 1 versus pre 0 and post 0. Lift versus baseline is 1; peer-adjusted lift is -1. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Polo,1900.0,1906.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,-3.0,0.0,-1.5,,,no_positive_host_lift,"Host-effect candidate evidence for United States 1904 Polo: host medals 0 versus pre 3 and post 0. Lift versus baseline is -1.5; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Roque,1900.0,1906.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,,,strong_candidate,"Host-effect candidate evidence for United States 1904 Roque: host medals 3 versus pre 0 and post 0. Lift versus baseline is 3; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Rowing,1900.0,1906.0,1.0,13.0,0.0,0.07142857142857142,0.9285714285714286,0.0,12.0,13.0,12.5,1.0,11.0,strong_candidate,"Host-effect candidate evidence for United States 1904 Rowing: host medals 13 versus pre 1 and post 0. Lift versus baseline is 12.5; peer-adjusted lift is 11. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Rugby,1900.0,1906.0,1.0,0.0,0.0,0.2,0.0,0.0,-1.0,0.0,-0.5,,,no_positive_host_lift,"Host-effect candidate evidence for United States 1904 Rugby: host medals 0 versus pre 1 and post 0. Lift versus baseline is -0.5; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Sailing,1900.0,1906.0,2.0,0.0,0.0,0.06451612903225806,0.0,0.0,-2.0,0.0,-1.0,,,no_positive_host_lift,"Host-effect candidate evidence for United States 1904 Sailing: host medals 0 versus pre 2 and post 0. Lift versus baseline is -1; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Swimming,1900.0,1906.0,0.0,13.0,1.0,0.0,0.43333333333333335,0.08333333333333333,13.0,12.0,12.5,1.5,11.5,strong_candidate,"Host-effect candidate evidence for United States 1904 Swimming: host medals 13 versus pre 0 and post 1. Lift versus baseline is 12.5; peer-adjusted lift is 11.5. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Tennis,1900.0,1906.0,3.0,6.0,0.0,0.16666666666666666,1.0,0.0,3.0,6.0,4.5,,,strong_candidate,"Host-effect candidate evidence for United States 1904 Tennis: host medals 6 versus pre 3 and post 0. Lift versus baseline is 4.5; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Tug-Of-War,1900.0,1906.0,0.0,3.0,0.0,0.0,0.75,0.0,3.0,3.0,3.0,1.0,2.0,strong_candidate,"Host-effect candidate evidence for United States 1904 Tug-Of-War: host medals 3 versus pre 0 and post 0. Lift versus baseline is 3; peer-adjusted lift is 2. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Water Polo,1900.0,1906.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,,,strong_candidate,"Host-effect candidate evidence for United States 1904 Water Polo: host medals 3 versus pre 0 and post 0. Lift versus baseline is 3; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Weightlifting,1900.0,1906.0,0.0,3.0,0.0,0.0,0.5,0.0,3.0,3.0,3.0,1.5,1.5,strong_candidate,"Host-effect candidate evidence for United States 1904 Weightlifting: host medals 3 versus pre 0 and post 0. Lift versus baseline is 3; peer-adjusted lift is 1.5. Read this as internal comparative evidence, not a causal claim."
1904,United States,USA,Wrestling,1900.0,1906.0,0.0,17.0,0.0,0.0,0.8095238095238095,0.0,17.0,17.0,17.0,1.3333333333333333,15.666666666666666,strong_candidate,"Host-effect candidate evidence for United States 1904 Wrestling: host medals 17 versus pre 0 and post 0. Lift versus baseline is 17; peer-adjusted lift is 15.6667. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Athletics,1904.0,1908.0,1.0,7.0,3.0,0.013888888888888888,0.109375,0.038461538461538464,6.0,4.0,5.0,-1.4,7.4,strong_candidate,"Host-effect candidate evidence for Greece 1906 Athletics: host medals 7 versus pre 1 and post 3. Lift versus baseline is 5; peer-adjusted lift is 7.4. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Cycling,1904.0,1908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,-3.6,no_positive_host_lift,"Host-effect candidate evidence for Greece 1906 Cycling: host medals 0 versus pre 0 and post 0. Lift versus baseline is 0; peer-adjusted lift is -3.6. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Diving,1904.0,1908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,no_positive_host_lift,"Host-effect candidate evidence for Greece 1906 Diving: host medals 0 versus pre 0 and post 0. Lift versus baseline is 0; peer-adjusted lift is -1. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Fencing,1904.0,1908.0,0.0,4.0,0.0,0.0,0.17391304347826086,0.0,4.0,4.0,4.0,2.7142857142857144,1.2857142857142856,strong_candidate,"Host-effect candidate evidence for Greece 1906 Fencing: host medals 4 versus pre 0 and post 0. Lift versus baseline is 4; peer-adjusted lift is 1.28571. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Football,1904.0,1908.0,0.0,1.0,0.0,0.0,0.25,0.0,1.0,1.0,1.0,1.0,0.0,moderate_candidate,"Host-effect candidate evidence for Greece 1906 Football: host medals 1 versus pre 0 and post 0. Lift versus baseline is 1; peer-adjusted lift is 0. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Gymnastics,1904.0,1908.0,0.0,2.0,0.0,0.0,0.16666666666666666,0.0,2.0,2.0,2.0,2.0,0.0,strong_candidate,"Host-effect candidate evidence for Greece 1906 Gymnastics: host medals 2 versus pre 0 and post 0. Lift versus baseline is 2; peer-adjusted lift is 0. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Rowing,1904.0,1908.0,0.0,5.0,0.0,0.0,0.2777777777777778,0.0,5.0,5.0,5.0,4.333333333333333,0.666666666666667,strong_candidate,"Host-effect candidate evidence for Greece 1906 Rowing: host medals 5 versus pre 0 and post 0. Lift versus baseline is 5; peer-adjusted lift is 0.666667. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Shooting,1904.0,1908.0,0.0,8.0,1.0,0.0,0.2222222222222222,0.022222222222222223,8.0,7.0,7.5,4.666666666666667,3.333333333333333,strong_candidate,"Host-effect candidate evidence for Greece 1906 Shooting: host medals 8 versus pre 0 and post 1. Lift versus baseline is 7.5; peer-adjusted lift is 3.33333. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Swimming,1904.0,1908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,3.0,no_positive_host_lift,"Host-effect candidate evidence for Greece 1906 Swimming: host medals 0 versus pre 0 and post 0. Lift versus baseline is 0; peer-adjusted lift is 3. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Tennis,1904.0,1908.0,0.0,6.0,0.0,0.0,0.5,0.0,6.0,6.0,6.0,3.0,3.0,strong_candidate,"Host-effect candidate evidence for Greece 1906 Tennis: host medals 6 versus pre 0 and post 0. Lift versus baseline is 6; peer-adjusted lift is 3. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Tug-Of-War,1904.0,1908.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,1.0,1.0,0.5,0.5,moderate_candidate,"Host-effect candidate evidence for Greece 1906 Tug-Of-War: host medals 1 versus pre 0 and post 0. Lift versus baseline is 1; peer-adjusted lift is 0.5. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Weightlifting,1904.0,1908.0,1.0,1.0,0.0,0.16666666666666666,0.14285714285714285,0.0,0.0,1.0,0.5,1.0,-1.0,weak_candidate,"Host-effect candidate evidence for Greece 1906 Weightlifting: host medals 1 versus pre 1 and post 0. Lift versus baseline is 0.5; peer-adjusted lift is -1. Read this as internal comparative evidence, not a causal claim."
1906,Greece,GRE,Wrestling,1904.0,1908.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,-2.4,no_positive_host_lift,"Host-effect candidate evidence for Greece 1906 Wrestling: host medals 0 versus pre 0 and post 0. Lift versus baseline is 0; peer-adjusted lift is -2.4. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Archery,1906.0,1912.0,0.0,5.0,0.0,0.0,0.5555555555555556,0.0,5.0,5.0,5.0,2.0,3.0,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Archery: host medals 5 versus pre 0 and post 0. Lift versus baseline is 5; peer-adjusted lift is 3. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Athletics,1906.0,1912.0,9.0,17.0,8.0,0.140625,0.21794871794871795,0.08602150537634409,8.0,9.0,8.5,0.75,7.25,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Athletics: host medals 17 versus pre 9 and post 8. Lift versus baseline is 8.5; peer-adjusted lift is 7.25. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Boxing,1906.0,1912.0,0.0,14.0,0.0,0.0,0.9333333333333333,0.0,14.0,14.0,14.0,1.0,13.0,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Boxing: host medals 14 versus pre 0 and post 0. Lift versus baseline is 14; peer-adjusted lift is 13. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Cycling,1906.0,1912.0,5.0,9.0,2.0,0.2777777777777778,0.5,0.3333333333333333,4.0,7.0,5.5,-0.25,4.25,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Cycling: host medals 9 versus pre 5 and post 2. Lift versus baseline is 5.5; peer-adjusted lift is 4.25. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Diving,1906.0,1912.0,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,0.0,-1.0,-0.5,1.6666666666666667,-1.6666666666666667,no_positive_host_lift,"Host-effect candidate evidence for United Kingdom 1908 Diving: host medals 0 versus pre 0 and post 1. Lift versus baseline is -0.5; peer-adjusted lift is -1.66667. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Fencing,1906.0,1912.0,1.0,1.0,1.0,0.043478260869565216,0.08333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,no_positive_host_lift,"Host-effect candidate evidence for United Kingdom 1908 Fencing: host medals 1 versus pre 1 and post 1. Lift versus baseline is 0; peer-adjusted lift is 0. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Figure Skating,1906.0,1912.0,0.0,6.0,0.0,0.0,0.5,0.0,6.0,6.0,6.0,2.0,4.0,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Figure Skating: host medals 6 versus pre 0 and post 0. Lift versus baseline is 6; peer-adjusted lift is 4. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Football,1906.0,1912.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.5,-0.5,no_positive_host_lift,"Host-effect candidate evidence for United Kingdom 1908 Football: host medals 1 versus pre 1 and post 1. Lift versus baseline is 0; peer-adjusted lift is -0.5. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Gymnastics,1906.0,1912.0,0.0,1.0,1.0,0.0,0.16666666666666666,0.08333333333333333,1.0,0.0,0.5,-0.6,1.6,moderate_candidate,"Host-effect candidate evidence for United Kingdom 1908 Gymnastics: host medals 1 versus pre 0 and post 1. Lift versus baseline is 0.5; peer-adjusted lift is 1.6. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Hockey,1906.0,1912.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,,,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Hockey: host medals 3 versus pre 0 and post 0. Lift versus baseline is 3; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Jeu De Paume,1906.0,1912.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,2.0,2.0,2.0,1.0,1.0,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Jeu De Paume: host medals 2 versus pre 0 and post 0. Lift versus baseline is 2; peer-adjusted lift is 1. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Lacrosse,1906.0,1912.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,moderate_candidate,"Host-effect candidate evidence for United Kingdom 1908 Lacrosse: host medals 1 versus pre 0 and post 0. Lift versus baseline is 1; peer-adjusted lift is 0. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Motorboating,1906.0,1912.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,2.0,2.0,2.0,1.0,1.0,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Motorboating: host medals 2 versus pre 0 and post 0. Lift versus baseline is 2; peer-adjusted lift is 1. Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Polo,1906.0,1912.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,,,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Polo: host medals 2 versus pre 0 and post 0. Lift versus baseline is 2; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Racquets,1906.0,1912.0,0.0,6.0,0.0,0.0,1.0,0.0,6.0,6.0,6.0,,,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Racquets: host medals 6 versus pre 0 and post 0. Lift versus baseline is 6; peer-adjusted lift is . Read this as internal comparative evidence, not a causal claim."
1908,United Kingdom,GBR,Rowing,1906.0,1912.0,0.0,8.0,4.0,0.0,0.5,0.2857142857142857,8.0,4.0,6.0,1.4,6.6,strong_candidate,"Host-effect candidate evidence for United Kingdom 1908 Rowing: host medals 8 versus pre 0 and post 4. Lift versus baseline is 6; peer-adjusted lift is 6.6. Read this as internal comparative evidence, not a causal claim."
